,TIPO DE CARTÃO,ENTIDADE VINCULADA,UNIDADE GESTORA,NOME PORTADOR,DATA TRANSAÇÃO,MES,ANO,VALOR
716,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/06/2019,7,2019,4652.47
717,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,13/05/2019,6,2019,4672.13
718,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,11/07/2019,8,2019,4691.44
719,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,08/05/2019,6,2019,4721.63
720,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,11/07/2019,8,2019,4744.47
721,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,24/06/2019,7,2019,4817.08
722,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,15/04/2019,5,2019,4878.84
723,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,04/04/2019,5,2019,5012.48
724,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,25/06/2019,8,2019,5067.05
725,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/06/2019,7,2019,5097.34
726,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,06/05/2019,6,2019,5103.74
727,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,22/05/2019,6,2019,5144.48
728,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,11/06/2019,7,2019,5310.65
729,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,02/07/2019,8,2019,5319.39
730,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,27/06/2019,8,2019,5352.95
731,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,12/06/2019,7,2019,5386.28
732,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,04/06/2019,7,2019,5504.92
733,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,03/07/2019,8,2019,5611.26
734,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,29/04/2019,6,2019,5628.08
735,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,23/05/2019,6,2019,5697.07
736,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,27/06/2019,8,2019,5858.8
737,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,27/06/2019,8,2019,6037.6
738,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,12/07/2019,8,2019,6046.82
739,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,23/04/2019,5,2019,6101.46
740,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/06/2019,7,2019,6169.69
741,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/06/2019,7,2019,6250.06
742,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,14/06/2019,7,2019,6254.15
743,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/07/2019,8,2019,6309.85
744,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,14/05/2019,6,2019,6370.77
745,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,06/05/2019,6,2019,6443.38
746,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/07/2019,8,2019,6483.94
747,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,08/04/2019,5,2019,6512.35
748,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,24/04/2019,5,2019,6525.68
749,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,09/04/2019,5,2019,6527.4
750,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,26/04/2019,6,2019,6817.68
751,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,17/04/2019,5,2019,7064.35
752,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,15/07/2019,8,2019,7094.79
753,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/05/2019,6,2019,7237.28
754,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/04/2019,5,2019,7673.79
755,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,21/05/2019,6,2019,7674.66
756,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,24/05/2019,6,2019,8221.97
757,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,07/06/2019,7,2019,8570.56
758,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,11/04/2019,5,2019,8593.9
759,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,03/07/2019,8,2019,8918.66
760,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/05/2019,6,2019,9000.79
761,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,22/04/2019,5,2019,9068.22
762,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,04/07/2019,8,2019,9123.73
763,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,09/05/2019,6,2019,9143.59
764,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,11/07/2019,8,2019,9169.3
765,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,16/05/2019,6,2019,9179.42
766,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,18/04/2019,5,2019,9182.56
767,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,24/04/2019,5,2019,9421.65
768,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,05/07/2019,8,2019,9512.49
769,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,23/07/2019,8,2019,9957.49
770,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,30/05/2019,7,2019,10093.96
771,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,15/04/2019,5,2019,10233.33
772,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/07/2019,8,2019,10397.36
773,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/04/2019,5,2019,10499.22
774,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/07/2019,8,2019,10528.89
775,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,16/04/2019,5,2019,10603.2
776,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/05/2019,6,2019,10836.87
777,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,30/04/2019,6,2019,10885.11
778,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,21/05/2019,6,2019,10995.83
779,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,16/04/2019,5,2019,11207.51
780,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,30/04/2019,6,2019,11217.25
781,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/06/2019,7,2019,11244.4
782,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,26/04/2019,6,2019,11704.29
783,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,06/06/2019,7,2019,11814.6
784,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,05/04/2019,5,2019,12098.61
785,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,19/06/2019,7,2019,12111.04
786,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,05/07/2019,8,2019,12138.62
787,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/07/2019,8,2019,12175.22
788,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,12/06/2019,7,2019,12186.17
789,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,04/06/2019,7,2019,12310.53
790,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/05/2019,6,2019,12930.26
791,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,14/06/2019,7,2019,13170.17
792,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,12/07/2019,8,2019,13172.27
793,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,29/04/2019,6,2019,13190.76
794,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,21/05/2019,6,2019,13230.32
795,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,23/07/2019,8,2019,13289.08
796,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,18/04/2019,5,2019,13321.72
797,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,06/06/2019,7,2019,13426.4
798,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,09/05/2019,6,2019,13460.41
799,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/06/2019,7,2019,13644.04
800,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,16/05/2019,6,2019,13707.37
801,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,26/06/2019,8,2019,13831.46
802,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,25/04/2019,5,2019,14068.06
803,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,11/06/2019,7,2019,14139.36
804,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/06/2019,7,2019,14390.52
805,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,13/06/2019,7,2019,14458.36
806,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,23/04/2019,5,2019,14704.3
807,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,15/04/2019,5,2019,15162.03
808,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,16/07/2019,8,2019,15164.0
809,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,03/05/2019,6,2019,15335.01
810,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/04/2019,5,2019,15655.06
811,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/04/2019,5,2019,16456.7
812,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,16/07/2019,8,2019,16562.53
813,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,06/06/2019,7,2019,17466.72
814,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,17/05/2019,6,2019,17851.62
815,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,05/07/2019,8,2019,17998.51
816,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,06/06/2019,7,2019,18444.52
817,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,12/04/2019,5,2019,20122.84
818,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,26/04/2019,6,2019,20794.43
819,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,31/05/2019,7,2019,22187.54
820,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,29/05/2019,7,2019,22552.27
821,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,10/05/2019,6,2019,22666.33
822,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,18/04/2019,5,2019,24517.15
823,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,31/05/2019,7,2019,25079.65
824,Cartão de Pagamento de Compras Centralizadas - CPCC,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,NAO SE APLICA,23/05/2019,6,2019,26884.26
